order_id,customer_id,sector_id,planned_delivery_duration,product_id,weight,quantity,segment_id,driver_id,segment_type,segment_start_time,segment_end_time,delivery_duration,delivery_minutes
337,163,3,178,70,1066,2,588,2,STOP,2024-02-26 03:49:21,2024-02-26 03:51:48,147,3
337,163,3,178,38,653,2,588,2,STOP,2024-02-26 03:49:21,2024-02-26 03:51:48,147,3
337,163,3,178,71,1378,2,588,2,STOP,2024-02-26 03:49:21,2024-02-26 03:51:48,147,3
386,287,2,177,14,189,3,590,1,STOP,2024-02-21 18:41:23,2024-02-21 18:42:18,55,1
386,287,2,177,31,1044,2,590,1,STOP,2024-02-21 18:41:23,2024-02-21 18:42:18,55,1
386,287,2,177,84,1675,1,590,1,STOP,2024-02-21 18:41:23,2024-02-21 18:42:18,55,1
386,287,2,177,27,296,1,590,1,STOP,2024-02-21 18:41:23,2024-02-21 18:42:18,55,1
268,95,1,176,6,629,2,592,1,STOP,2024-02-16 08:10:10,2024-02-16 08:12:14,124,3
268,95,1,176,88,1223,3,592,1,STOP,2024-02-16 08:10:10,2024-02-16 08:12:14,124,3
268,95,1,176,43,923,3,592,1,STOP,2024-02-16 08:10:10,2024-02-16 08:12:14,124,3
268,95,1,176,22,407,1,592,1,STOP,2024-02-16 08:10:10,2024-02-16 08:12:14,124,3
2166,0,3,177,94,1168,1,594,1,STOP,2024-02-15 20:18:25,2024-02-15 20:19:30,65,2
2166,0,3,177,74,1184,1,594,1,STOP,2024-02-15 20:18:25,2024-02-15 20:19:30,65,2
2166,0,3,177,49,728,2,594,1,STOP,2024-02-15 20:18:25,2024-02-15 20:19:30,65,2
2166,0,3,177,72,1089,2,594,1,STOP,2024-02-15 20:18:25,2024-02-15 20:19:30,65,2
2166,0,3,177,35,1454,3,594,1,STOP,2024-02-15 20:18:25,2024-02-15 20:19:30,65,2
1077,80,1,178,84,1675,3,597,1,STOP,2024-02-26 16:49:36,2024-02-26 16:50:47,71,2
2208,229,3,177,50,497,2,599,1,STOP,2024-02-08 20:50:19,2024-02-08 20:51:18,59,1
2208,229,3,177,85,1493,2,599,1,STOP,2024-02-08 20:50:19,2024-02-08 20:51:18,59,1
2208,229,3,177,40,641,1,599,1,STOP,2024-02-08 20:50:19,2024-02-08 20:51:18,59,1
2208,229,3,177,24,1078,3,599,1,STOP,2024-02-08 20:50:19,2024-02-08 20:51:18,59,1
1278,259,1,177,6,629,1,601,3,STOP,2024-02-24 08:14:10,2024-02-24 08:20:20,370,7
1278,259,1,177,48,256,2,601,3,STOP,2024-02-24 08:14:10,2024-02-24 08:20:20,370,7
1278,259,1,177,25,1963,3,601,3,STOP,2024-02-24 08:14:10,2024-02-24 08:20:20,370,7
1278,259,1,177,84,1675,3,601,3,STOP,2024-02-24 08:14:10,2024-02-24 08:20:20,370,7
1163,282,1,180,85,1493,2,603,4,STOP,2024-02-07 09:07:26,2024-02-07 09:12:11,285,5
1163,282,1,180,58,1220,2,603,4,STOP,2024-02-07 09:07:26,2024-02-07 09:12:11,285,5
80,268,1,178,25,1963,3,606,2,STOP,2024-02-26 16:27:09,2024-02-26 16:31:02,233,4
80,268,1,178,97,761,3,606,2,STOP,2024-02-26 16:27:09,2024-02-26 16:31:02,233,4
80,268,1,178,77,968,3,606,2,STOP,2024-02-26 16:27:09,2024-02-26 16:31:02,233,4
80,268,1,178,71,1378,1,606,2,STOP,2024-02-26 16:27:09,2024-02-26 16:31:02,233,4
97,299,3,175,26,1872,3,608,4,STOP,2024-02-05 09:34:07,2024-02-05 09:37:06,179,3
95,174,1,177,83,851,1,610,4,STOP,2024-02-21 02:17:46,2024-02-21 02:22:40,294,5
95,174,1,177,34,1850,2,610,4,STOP,2024-02-21 02:17:46,2024-02-21 02:22:40,294,5
667,109,3,175,97,761,3,612,1,STOP,2024-02-18 17:32:00,2024-02-18 17:32:47,47,1
39,6,1,177,75,397,1,614,4,STOP,2024-02-21 19:04:14,2024-02-21 19:09:40,326,6
39,6,1,177,59,1779,1,614,4,STOP,2024-02-21 19:04:14,2024-02-21 19:09:40,326,6
39,6,1,177,86,670,3,614,4,STOP,2024-02-21 19:04:14,2024-02-21 19:09:40,326,6
39,6,1,177,18,1997,2,614,4,STOP,2024-02-21 19:04:14,2024-02-21 19:09:40,326,6
1812,111,3,179,64,1956,2,616,2,STOP,2024-02-27 09:56:47,2024-02-27 09:59:11,144,3
1812,111,3,179,59,1779,2,616,2,STOP,2024-02-27 09:56:47,2024-02-27 09:59:11,144,3
1812,111,3,179,40,641,2,616,2,STOP,2024-02-27 09:56:47,2024-02-27 09:59:11,144,3
1168,314,1,170,62,429,2,618,1,STOP,2024-02-03 16:35:39,2024-02-03 16:36:56,77,2
1168,314,1,170,43,923,1,618,1,STOP,2024-02-03 16:35:39,2024-02-03 16:36:56,77,2
1168,314,1,170,46,344,1,618,1,STOP,2024-02-03 16:35:39,2024-02-03 16:36:56,77,2
1168,314,1,170,41,1990,1,618,1,STOP,2024-02-03 16:35:39,2024-02-03 16:36:56,77,2
1168,314,1,170,21,259,2,618,1,STOP,2024-02-03 16:35:39,2024-02-03 16:36:56,77,2
1801,124,2,175,71,1378,2,620,1,STOP,2024-02-10 19:07:03,2024-02-10 19:07:46,43,1
678,225,2,175,76,1273,1,623,3,STOP,2024-02-10 17:11:18,2024-02-10 17:12:44,86,2
897,68,1,176,45,567,2,625,3,STOP,2024-02-17 20:28:23,2024-02-17 20:32:46,263,5
897,68,1,176,24,1078,3,625,3,STOP,2024-02-17 20:28:23,2024-02-17 20:32:46,263,5
1032,284,2,176,0,928,2,628,3,STOP,2024-02-04 06:48:03,2024-02-04 06:48:03,0,0
1032,284,2,176,53,396,3,628,3,STOP,2024-02-04 06:48:03,2024-02-04 06:48:03,0,0
1853,215,2,176,0,928,2,630,1,STOP,2024-02-17 02:25:17,2024-02-17 02:27:01,104,2
1853,215,2,176,81,1873,3,630,1,STOP,2024-02-17 02:25:17,2024-02-17 02:27:01,104,2
1853,215,2,176,61,943,2,630,1,STOP,2024-02-17 02:25:17,2024-02-17 02:27:01,104,2
1853,215,2,176,17,1612,3,630,1,STOP,2024-02-17 02:25:17,2024-02-17 02:27:01,104,2
1853,215,2,176,41,1990,3,630,1,STOP,2024-02-17 02:25:17,2024-02-17 02:27:01,104,2
2052,73,1,177,94,1168,3,632,1,STOP,2024-02-22 19:02:30,2024-02-22 19:03:36,66,2
2052,73,1,177,68,1895,1,632,1,STOP,2024-02-22 19:02:30,2024-02-22 19:03:36,66,2
2052,73,1,177,89,1478,1,632,1,STOP,2024-02-22 19:02:30,2024-02-22 19:03:36,66,2
1833,95,1,175,48,256,1,635,2,STOP,2024-02-18 03:41:17,2024-02-18 03:44:47,210,4
1833,95,1,175,61,943,2,635,2,STOP,2024-02-18 03:41:17,2024-02-18 03:44:47,210,4
1833,95,1,175,92,245,1,635,2,STOP,2024-02-18 03:41:17,2024-02-18 03:44:47,210,4
1833,95,1,175,17,1612,2,635,2,STOP,2024-02-18 03:41:17,2024-02-18 03:44:47,210,4
34,227,2,176,4,610,2,637,3,STOP,2024-02-17 14:26:13,2024-02-17 14:27:54,101,2
1147,111,2,176,15,764,1,639,3,STOP,2024-02-04 07:39:31,2024-02-04 07:42:04,153,3
1680,76,3,175,81,1873,3,642,3,STOP,2024-02-18 02:43:32,2024-02-18 02:43:32,0,0
1680,76,3,175,83,851,3,642,3,STOP,2024-02-18 02:43:32,2024-02-18 02:43:32,0,0
1680,76,3,175,22,407,1,642,3,STOP,2024-02-18 02:43:32,2024-02-18 02:43:32,0,0
1680,76,3,175,12,1447,3,642,3,STOP,2024-02-18 02:43:32,2024-02-18 02:43:32,0,0
2175,156,2,176,31,1044,2,644,3,STOP,2024-02-19 04:15:21,2024-02-19 04:17:39,138,3
924,156,2,179,8,1497,1,647,3,STOP,2024-02-28 21:28:28,2024-02-28 21:30:39,131,3
924,156,2,179,91,1428,1,647,3,STOP,2024-02-28 21:28:28,2024-02-28 21:30:39,131,3
924,156,2,179,32,1754,2,647,3,STOP,2024-02-28 21:28:28,2024-02-28 21:30:39,131,3
924,156,2,179,3,1120,1,647,3,STOP,2024-02-28 21:28:28,2024-02-28 21:30:39,131,3
818,60,2,175,62,429,2,649,3,STOP,2024-02-13 08:40:03,2024-02-13 08:43:48,225,4
818,60,2,175,75,397,3,649,3,STOP,2024-02-13 08:40:03,2024-02-13 08:43:48,225,4
818,60,2,175,65,1830,2,649,3,STOP,2024-02-13 08:40:03,2024-02-13 08:43:48,225,4
1719,238,3,175,69,1020,3,651,1,STOP,2024-02-18 20:43:34,2024-02-18 20:44:31,57,1
1719,238,3,175,76,1273,2,651,1,STOP,2024-02-18 20:43:34,2024-02-18 20:44:31,57,1
2105,279,1,177,53,396,1,653,4,STOP,2024-02-15 14:48:53,2024-02-15 14:52:51,238,4
2105,279,1,177,59,1779,1,653,4,STOP,2024-02-15 14:48:53,2024-02-15 14:52:51,238,4
636,10,1,177,6,629,2,656,4,STOP,2024-02-23 04:33:08,2024-02-23 08:40:47,14859,248
636,10,1,177,83,851,3,656,4,STOP,2024-02-23 04:33:08,2024-02-23 08:40:47,14859,248
636,10,1,177,30,818,1,656,4,STOP,2024-02-23 04:33:08,2024-02-23 08:40:47,14859,248
636,10,1,177,91,1428,1,656,4,STOP,2024-02-23 04:33:08,2024-02-23 08:40:47,14859,248
1386,316,3,176,79,1599,1,658,1,STOP,2024-02-11 15:38:07,2024-02-11 15:38:49,42,1
1386,316,3,176,85,1493,2,658,1,STOP,2024-02-11 15:38:07,2024-02-11 15:38:49,42,1
1386,316,3,176,31,1044,1,658,1,STOP,2024-02-11 15:38:07,2024-02-11 15:38:49,42,1
715,26,2,177,93,1076,1,661,1,STOP,2024-02-08 18:56:47,2024-02-08 18:57:13,26,1
1582,85,2,178,85,1493,3,663,2,STOP,2024-02-26 18:44:43,2024-02-26 18:46:53,130,3
1582,85,2,178,97,761,3,663,2,STOP,2024-02-26 18:44:43,2024-02-26 18:46:53,130,3
1582,85,2,178,21,259,3,663,2,STOP,2024-02-26 18:44:43,2024-02-26 18:46:53,130,3
953,11,1,175,14,189,3,665,2,STOP,2024-02-09 14:42:21,2024-02-09 14:42:21,0,0
953,11,1,175,39,1743,2,665,2,STOP,2024-02-09 14:42:21,2024-02-09 14:42:21,0,0
953,11,1,175,40,641,2,665,2,STOP,2024-02-09 14:42:21,2024-02-09 14:42:21,0,0
953,11,1,175,37,1218,2,665,2,STOP,2024-02-09 14:42:21,2024-02-09 14:42:21,0,0
953,11,1,175,41,1990,1,665,2,STOP,2024-02-09 14:42:21,2024-02-09 14:42:21,0,0
1209,166,2,176,19,627,1,668,3,STOP,2024-02-11 02:59:32,2024-02-11 03:02:46,194,4
1209,166,2,176,5,1993,2,668,3,STOP,2024-02-11 02:59:32,2024-02-11 03:02:46,194,4
1209,166,2,176,91,1428,3,668,3,STOP,2024-02-11 02:59:32,2024-02-11 03:02:46,194,4
1916,289,1,177,88,1223,2,670,1,STOP,2024-02-22 08:47:44,2024-02-22 08:49:28,104,2
1916,289,1,177,2,833,1,670,1,STOP,2024-02-22 08:47:44,2024-02-22 08:49:28,104,2
1916,289,1,177,70,1066,2,670,1,STOP,2024-02-22 08:47:44,2024-02-22 08:49:28,104,2
1916,289,1,177,4,610,1,670,1,STOP,2024-02-22 08:47:44,2024-02-22 08:49:28,104,2
1746,48,3,175,6,629,2,672,3,STOP,2024-02-18 18:31:32,2024-02-18 18:33:51,139,3
1746,48,3,175,30,818,2,672,3,STOP,2024-02-18 18:31:32,2024-02-18 18:33:51,139,3
840,312,3,177,79,1599,3,674,2,STOP,2024-02-21 06:28:31,2024-02-21 06:30:24,113,2
840,312,3,177,64,1956,2,674,2,STOP,2024-02-21 06:28:31,2024-02-21 06:30:24,113,2
840,312,3,177,84,1675,1,674,2,STOP,2024-02-21 06:28:31,2024-02-21 06:30:24,113,2
158,136,2,177,92,245,2,680,4,STOP,2024-02-24 14:39:53,2024-02-24 14:44:13,260,5
158,136,2,177,92,245,2,677,4,STOP,2024-02-24 14:44:13,2024-02-24 14:39:53,-260,-4
158,136,2,177,36,273,3,680,4,STOP,2024-02-24 14:39:53,2024-02-24 14:44:13,260,5
158,136,2,177,36,273,3,677,4,STOP,2024-02-24 14:44:13,2024-02-24 14:39:53,-260,-4
158,136,2,177,27,296,1,680,4,STOP,2024-02-24 14:39:53,2024-02-24 14:44:13,260,5
158,136,2,177,27,296,1,677,4,STOP,2024-02-24 14:44:13,2024-02-24 14:39:53,-260,-4
158,136,2,177,82,1776,1,680,4,STOP,2024-02-24 14:39:53,2024-02-24 14:44:13,260,5
158,136,2,177,82,1776,1,677,4,STOP,2024-02-24 14:44:13,2024-02-24 14:39:53,-260,-4
1117,62,2,176,69,1020,3,681,2,STOP,2024-02-19 09:22:12,2024-02-19 09:24:05,113,2
1117,62,2,176,77,968,1,681,2,STOP,2024-02-19 09:22:12,2024-02-19 09:24:05,113,2
1117,62,2,176,23,546,2,681,2,STOP,2024-02-19 09:22:12,2024-02-19 09:24:05,113,2
285,258,3,176,29,906,2,684,4,STOP,2024-02-17 02:25:04,2024-02-17 02:28:01,177,3
837,213,2,178,14,189,2,686,2,STOP,2024-02-20 06:46:40,2024-02-20 06:47:57,77,2
1406,314,2,176,87,982,3,688,2,STOP,2024-02-16 19:45:56,2024-02-16 19:48:47,171,3
1406,314,2,176,81,1873,3,688,2,STOP,2024-02-16 19:45:56,2024-02-16 19:48:47,171,3
1406,314,2,176,9,237,3,688,2,STOP,2024-02-16 19:45:56,2024-02-16 19:48:47,171,3
1406,314,2,176,38,653,2,688,2,STOP,2024-02-16 19:45:56,2024-02-16 19:48:47,171,3
1406,314,2,176,90,1654,1,688,2,STOP,2024-02-16 19:45:56,2024-02-16 19:48:47,171,3
125,235,3,178,43,923,1,691,4,STOP,2024-02-26 04:44:50,2024-02-26 04:47:52,182,4
125,235,3,178,22,407,2,691,4,STOP,2024-02-26 04:44:50,2024-02-26 04:47:52,182,4
724,301,2,176,96,464,3,693,4,STOP,2024-02-16 21:16:11,2024-02-16 21:19:30,199,4
724,301,2,176,64,1956,1,693,4,STOP,2024-02-16 21:16:11,2024-02-16 21:19:30,199,4
1384,133,1,177,79,1599,3,695,2,STOP,2024-02-21 07:50:05,2024-02-21 07:54:37,272,5
1384,133,1,177,13,486,3,695,2,STOP,2024-02-21 07:50:05,2024-02-21 07:54:37,272,5
1384,133,1,177,58,1220,3,695,2,STOP,2024-02-21 07:50:05,2024-02-21 07:54:37,272,5
1384,133,1,177,37,1218,1,695,2,STOP,2024-02-21 07:50:05,2024-02-21 07:54:37,272,5
2138,90,2,200,65,1830,1,697,1,STOP,2024-02-01 03:02:51,2024-02-01 03:03:35,44,1
2138,90,2,200,72,1089,1,697,1,STOP,2024-02-01 03:02:51,2024-02-01 03:03:35,44,1
661,145,1,176,42,1976,1,699,3,STOP,2024-02-12 19:46:12,2024-02-12 19:49:13,181,4
1512,252,3,176,9,237,2,701,1,STOP,2024-02-16 21:23:40,2024-02-16 21:24:29,49,1
1512,252,3,176,17,1612,3,701,1,STOP,2024-02-16 21:23:40,2024-02-16 21:24:29,49,1
1578,6,3,177,85,1493,3,704,4,STOP,2024-02-24 17:52:09,2024-02-24 17:56:52,283,5
1578,6,3,177,83,851,2,704,4,STOP,2024-02-24 17:52:09,2024-02-24 17:56:52,283,5
1578,6,3,177,94,1168,1,704,4,STOP,2024-02-24 17:52:09,2024-02-24 17:56:52,283,5
1578,6,3,177,64,1956,3,704,4,STOP,2024-02-24 17:52:09,2024-02-24 17:56:52,283,5
1578,6,3,177,27,296,1,704,4,STOP,2024-02-24 17:52:09,2024-02-24 17:56:52,283,5
2029,276,1,176,81,1873,2,709,4,STOP,2024-02-04 03:05:32,2024-02-04 03:12:34,422,8
2029,276,1,176,81,1873,2,706,4,STOP,2024-02-04 03:05:32,2024-02-04 03:05:32,0,0
2029,276,1,176,84,1675,3,709,4,STOP,2024-02-04 03:05:32,2024-02-04 03:12:34,422,8
2029,276,1,176,84,1675,3,706,4,STOP,2024-02-04 03:05:32,2024-02-04 03:05:32,0,0
2029,276,1,176,21,259,1,709,4,STOP,2024-02-04 03:05:32,2024-02-04 03:12:34,422,8
2029,276,1,176,21,259,1,706,4,STOP,2024-02-04 03:05:32,2024-02-04 03:05:32,0,0
232,271,3,170,68,1895,1,710,3,STOP,2024-02-03 06:53:31,2024-02-03 06:56:17,166,3
232,271,3,170,54,140,1,710,3,STOP,2024-02-03 06:53:31,2024-02-03 06:56:17,166,3
232,271,3,170,53,396,2,710,3,STOP,2024-02-03 06:53:31,2024-02-03 06:56:17,166,3
1251,122,1,177,79,1599,3,712,2,STOP,2024-02-15 09:42:02,2024-02-15 09:46:44,282,5
1251,122,1,177,70,1066,3,712,2,STOP,2024-02-15 09:42:02,2024-02-15 09:46:44,282,5
1251,122,1,177,9,237,2,712,2,STOP,2024-02-15 09:42:02,2024-02-15 09:46:44,282,5
1251,122,1,177,18,1997,1,712,2,STOP,2024-02-15 09:42:02,2024-02-15 09:46:44,282,5
1251,122,1,177,15,764,2,712,2,STOP,2024-02-15 09:42:02,2024-02-15 09:46:44,282,5
1951,225,3,177,90,1654,3,715,4,STOP,2024-02-21 04:41:20,2024-02-21 04:44:44,204,4
434,247,2,177,67,628,2,717,4,STOP,2024-02-15 09:28:06,2024-02-15 09:33:09,303,6
434,247,2,177,10,860,2,717,4,STOP,2024-02-15 09:28:06,2024-02-15 09:33:09,303,6
434,247,2,177,34,1850,3,717,4,STOP,2024-02-15 09:28:06,2024-02-15 09:33:09,303,6
434,247,2,177,66,703,1,717,4,STOP,2024-02-15 09:28:06,2024-02-15 09:33:09,303,6
1604,286,1,177,25,1963,1,719,4,STOP,2024-02-22 17:27:28,2024-02-22 17:34:27,419,7
1604,286,1,177,44,1490,3,719,4,STOP,2024-02-22 17:27:28,2024-02-22 17:34:27,419,7
1604,286,1,177,27,296,2,719,4,STOP,2024-02-22 17:27:28,2024-02-22 17:34:27,419,7
1604,286,1,177,42,1976,2,719,4,STOP,2024-02-22 17:27:28,2024-02-22 17:34:27,419,7
2193,84,2,175,0,928,1,721,4,STOP,2024-02-06 17:39:41,2024-02-06 17:42:50,189,4
2193,84,2,175,94,1168,1,721,4,STOP,2024-02-06 17:39:41,2024-02-06 17:42:50,189,4
2193,84,2,175,89,1478,2,721,4,STOP,2024-02-06 17:39:41,2024-02-06 17:42:50,189,4
61,172,1,180,78,257,2,723,2,STOP,2024-02-07 20:24:56,2024-02-07 20:27:25,149,3
61,172,1,180,40,641,2,723,2,STOP,2024-02-07 20:24:56,2024-02-07 20:27:25,149,3
195,15,2,176,48,256,1,725,2,STOP,2024-02-16 14:04:36,2024-02-16 14:05:42,66,2
530,204,1,177,43,923,3,728,4,STOP,2024-02-08 20:59:43,2024-02-08 21:05:25,342,6
530,204,1,177,49,728,1,728,4,STOP,2024-02-08 20:59:43,2024-02-08 21:05:25,342,6
530,204,1,177,1,1533,3,728,4,STOP,2024-02-08 20:59:43,2024-02-08 21:05:25,342,6
1175,169,1,176,81,1873,1,730,1,STOP,2024-02-11 21:25:48,2024-02-11 21:25:48,0,0
1175,169,1,176,99,1557,2,730,1,STOP,2024-02-11 21:25:48,2024-02-11 21:25:48,0,0
1175,169,1,176,68,1895,1,730,1,STOP,2024-02-11 21:25:48,2024-02-11 21:25:48,0,0
1175,169,1,176,36,273,2,730,1,STOP,2024-02-11 21:25:48,2024-02-11 21:25:48,0,0
1052,64,3,175,1,1533,2,732,4,STOP,2024-02-10 02:43:15,2024-02-10 02:46:06,171,3
781,67,2,176,68,1895,1,734,3,STOP,2024-02-04 14:41:24,2024-02-04 14:43:22,118,2
781,67,2,176,42,1976,1,734,3,STOP,2024-02-04 14:41:24,2024-02-04 14:43:22,118,2
1298,49,2,177,61,943,1,736,4,STOP,2024-02-24 05:38:16,2024-02-24 05:43:46,330,6
1298,49,2,177,30,818,2,736,4,STOP,2024-02-24 05:38:16,2024-02-24 05:43:46,330,6
1298,49,2,177,69,1020,1,736,4,STOP,2024-02-24 05:38:16,2024-02-24 05:43:46,330,6
1298,49,2,177,59,1779,1,736,4,STOP,2024-02-24 05:38:16,2024-02-24 05:43:46,330,6
1298,49,2,177,1,1533,3,736,4,STOP,2024-02-24 05:38:16,2024-02-24 05:43:46,330,6
50,247,3,179,49,728,3,738,4,STOP,2024-02-27 08:12:46,2024-02-27 08:17:25,279,5
50,247,3,179,41,1990,3,738,4,STOP,2024-02-27 08:12:46,2024-02-27 08:17:25,279,5
1622,120,3,178,20,1974,2,741,2,STOP,2024-02-26 05:41:54,2024-02-26 05:44:54,180,3
1622,120,3,178,52,1306,3,741,2,STOP,2024-02-26 05:41:54,2024-02-26 05:44:54,180,3
1622,120,3,178,97,761,2,741,2,STOP,2024-02-26 05:41:54,2024-02-26 05:44:54,180,3
1622,120,3,178,51,300,3,741,2,STOP,2024-02-26 05:41:54,2024-02-26 05:44:54,180,3
1518,61,1,180,88,1223,1,743,1,STOP,2024-02-07 05:53:01,2024-02-07 05:55:18,137,3
1518,61,1,180,25,1963,3,743,1,STOP,2024-02-07 05:53:01,2024-02-07 05:55:18,137,3
1518,61,1,180,34,1850,3,743,1,STOP,2024-02-07 05:53:01,2024-02-07 05:55:18,137,3
1518,61,1,180,18,1997,1,743,1,STOP,2024-02-07 05:53:01,2024-02-07 05:55:18,137,3
1518,61,1,180,21,259,1,743,1,STOP,2024-02-07 05:53:01,2024-02-07 05:55:18,137,3
2116,46,3,176,80,414,1,745,3,STOP,2024-02-19 21:35:25,2024-02-19 21:37:39,134,3
2116,46,3,176,82,1776,2,745,3,STOP,2024-02-19 21:35:25,2024-02-19 21:37:39,134,3
425,248,2,178,57,1753,3,747,3,STOP,2024-02-26 07:13:19,2024-02-26 07:16:38,199,4
425,248,2,178,5,1993,3,747,3,STOP,2024-02-26 07:13:19,2024-02-26 07:16:38,199,4
1197,166,3,178,6,629,1,750,2,STOP,2024-02-20 19:21:42,2024-02-20 19:24:09,147,3
1197,166,3,178,81,1873,3,750,2,STOP,2024-02-20 19:21:42,2024-02-20 19:24:09,147,3
1197,166,3,178,52,1306,2,750,2,STOP,2024-02-20 19:21:42,2024-02-20 19:24:09,147,3
1197,166,3,178,32,1754,3,750,2,STOP,2024-02-20 19:21:42,2024-02-20 19:24:09,147,3
1197,166,3,178,1,1533,3,750,2,STOP,2024-02-20 19:21:42,2024-02-20 19:24:09,147,3
1066,221,3,176,88,1223,2,752,4,STOP,2024-02-04 17:16:12,2024-02-04 17:20:46,274,5
1066,221,3,176,85,1493,1,752,4,STOP,2024-02-04 17:16:12,2024-02-04 17:20:46,274,5
1066,221,3,176,77,968,2,752,4,STOP,2024-02-04 17:16:12,2024-02-04 17:20:46,274,5
1066,221,3,176,3,1120,3,752,4,STOP,2024-02-04 17:16:12,2024-02-04 17:20:46,274,5
1066,221,3,176,80,414,2,752,4,STOP,2024-02-04 17:16:12,2024-02-04 17:20:46,274,5
998,60,3,175,10,860,2,754,1,STOP,2024-02-09 17:43:45,2024-02-09 17:44:30,45,1
998,60,3,175,1,1533,2,754,1,STOP,2024-02-09 17:43:45,2024-02-09 17:44:30,45,1
334,87,1,176,87,982,3,756,1,STOP,2024-02-19 17:20:41,2024-02-19 17:22:17,96,2
334,87,1,176,5,1993,1,756,1,STOP,2024-02-19 17:20:41,2024-02-19 17:22:17,96,2
334,87,1,176,41,1990,3,756,1,STOP,2024-02-19 17:20:41,2024-02-19 17:22:17,96,2
230,236,3,180,62,429,2,758,1,STOP,2024-02-07 19:42:14,2024-02-07 19:43:37,83,2
230,236,3,180,96,464,3,758,1,STOP,2024-02-07 19:42:14,2024-02-07 19:43:37,83,2
230,236,3,180,25,1963,3,758,1,STOP,2024-02-07 19:42:14,2024-02-07 19:43:37,83,2
230,236,3,180,30,818,1,758,1,STOP,2024-02-07 19:42:14,2024-02-07 19:43:37,83,2
230,236,3,180,92,245,3,758,1,STOP,2024-02-07 19:42:14,2024-02-07 19:43:37,83,2
596,222,3,175,11,338,3,761,4,STOP,2024-02-13 19:11:55,2024-02-13 19:16:03,248,5
596,222,3,175,36,273,3,761,4,STOP,2024-02-13 19:11:55,2024-02-13 19:16:03,248,5
596,222,3,175,82,1776,3,761,4,STOP,2024-02-13 19:11:55,2024-02-13 19:16:03,248,5
38,45,1,178,88,1223,3,764,1,STOP,2024-02-20 02:11:13,2024-02-20 02:13:47,154,3
38,45,1,178,28,1789,3,764,1,STOP,2024-02-20 02:11:13,2024-02-20 02:13:47,154,3
38,45,1,178,63,903,2,764,1,STOP,2024-02-20 02:11:13,2024-02-20 02:13:47,154,3
38,45,1,178,45,567,2,764,1,STOP,2024-02-20 02:11:13,2024-02-20 02:13:47,154,3
693,215,2,176,55,1734,1,766,1,STOP,2024-02-17 20:59:18,2024-02-17 20:59:18,0,0
693,215,2,176,74,1184,1,766,1,STOP,2024-02-17 20:59:18,2024-02-17 20:59:18,0,0
693,215,2,176,36,273,2,766,1,STOP,2024-02-17 20:59:18,2024-02-17 20:59:18,0,0
882,248,3,169,67,628,1,768,2,STOP,2024-02-02 15:41:50,2024-02-02 15:43:55,125,3
882,248,3,169,60,462,3,768,2,STOP,2024-02-02 15:41:50,2024-02-02 15:43:55,125,3
882,248,3,169,59,1779,2,768,2,STOP,2024-02-02 15:41:50,2024-02-02 15:43:55,125,3
882,248,3,169,72,1089,1,768,2,STOP,2024-02-02 15:41:50,2024-02-02 15:43:55,125,3
882,248,3,169,3,1120,1,768,2,STOP,2024-02-02 15:41:50,2024-02-02 15:43:55,125,3
1966,115,1,180,36,273,3,770,3,STOP,2024-02-07 07:26:30,2024-02-07 07:29:36,186,4
491,312,3,177,78,257,2,772,4,STOP,2024-02-24 06:00:45,2024-02-24 06:06:44,359,6
491,312,3,177,13,486,3,772,4,STOP,2024-02-24 06:00:45,2024-02-24 06:06:44,359,6
491,312,3,177,21,259,3,772,4,STOP,2024-02-24 06:00:45,2024-02-24 06:06:44,359,6
459,29,3,176,13,486,1,775,3,STOP,2024-02-04 20:15:28,2024-02-04 20:18:06,158,3
459,29,3,176,46,344,3,775,3,STOP,2024-02-04 20:15:28,2024-02-04 20:18:06,158,3
459,29,3,176,66,703,2,775,3,STOP,2024-02-04 20:15:28,2024-02-04 20:18:06,158,3
236,255,2,176,74,1184,3,778,3,STOP,2024-02-19 03:10:27,2024-02-19 03:12:40,133,3
1488,152,1,177,63,903,1,780,4,STOP,2024-02-21 07:48:05,2024-02-21 07:53:04,299,5
562,252,2,177,88,1223,3,783,1,STOP,2024-02-22 15:52:57,2024-02-22 15:54:14,77,2
562,252,2,177,10,860,3,783,1,STOP,2024-02-22 15:52:57,2024-02-22 15:54:14,77,2
562,252,2,177,5,1993,3,783,1,STOP,2024-02-22 15:52:57,2024-02-22 15:54:14,77,2
562,252,2,177,72,1089,1,783,1,STOP,2024-02-22 15:52:57,2024-02-22 15:54:14,77,2
562,252,2,177,16,750,2,783,1,STOP,2024-02-22 15:52:57,2024-02-22 15:54:14,77,2
1892,297,3,179,65,1830,1,785,4,STOP,2024-02-27 14:21:13,2024-02-27 14:26:42,329,6
1892,297,3,179,44,1490,3,785,4,STOP,2024-02-27 14:21:13,2024-02-27 14:26:42,329,6
1892,297,3,179,26,1872,2,785,4,STOP,2024-02-27 14:21:13,2024-02-27 14:26:42,329,6
1892,297,3,179,38,653,3,785,4,STOP,2024-02-27 14:21:13,2024-02-27 14:26:42,329,6
1892,297,3,179,82,1776,3,785,4,STOP,2024-02-27 14:21:13,2024-02-27 14:26:42,329,6
318,181,3,176,55,1734,1,787,3,STOP,2024-02-19 04:00:12,2024-02-19 04:03:33,201,4
318,181,3,176,87,982,3,787,3,STOP,2024-02-19 04:00:12,2024-02-19 04:03:33,201,4
